"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"N14_FITUB","Female infertility, tubal origin","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2038,130160,NA,NA,2067
"N14_FIUTERINE","Female infertility, uterine origin","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,147,130160,NA,NA,2068
"N14_GALACTORRHEA","Galactorrhea","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,366,258508,NA,NA,2069
"N14_GENITOUROTH","Other disorders of the genitourinary system","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,4858,495490,NA,NA,2070
"N14_GLOMEINOTH","Glomerular disorders in diseases classified elsewhere","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,4446,492922,NA,NA,2071
"N14_GLOMERULAR","Glomerular diseases","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,7426,492922,NA,NA,2072
"N14_GLOMER_NEPHRITIS","Glomerulonephritis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3905,496443,NA,NA,2073
"N14_HABITABORT","Habitual aborter","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,811,130160,NA,NA,2074
"N14_HENOCHSCHONLEIN_NEPHRITIS","Henoch-Schönlein purpura nephritis (HSPN)","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,126,500222,NA,NA,2075
"N14_HYDROCELE","Hydrocele","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,5108,153573,NA,NA,2076
"N14_HYDRONEPHR","Hydronephrosis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,4509,447142,NA,NA,2077
"N14_HYPERTROPHYBREAST","Hypertrophy of breast","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,7272,258508,NA,NA,2078
"N14_IGA_NEPHROPATHY","IgA nephropathy (IgA glomerulonephritis)","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,822,499526,NA,NA,2079
"N14_IMPOTENCE","Impotence","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1919,153573,NA,NA,2080
"N14_INFCERVIX","Inflammatory disease of cervix uteri","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2426,250564,NA,NA,2081
"N14_INFLAMALEGEN","Inflammatory disorders of male genital organs, not elsewhere classified","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,484,153573,NA,NA,2082
"N14_INFLAMMBREAST","Inflammatory disorders of breast","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2468,258508,NA,NA,2083
"N14_INFLUTH","Inflammatory disease of uterus","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,6060,250564,NA,NA,2084
"N14_ISOLPROTEINURIA","Isolated proteinuria with specified morphological lesion","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,380,492922,NA,NA,2085
"N14_KIDUROTH","Other disorders of kidney and ureter","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,4837,495511,NA,NA,2086
"N14_LUMPNASBREAST","Unspecified lump in breast","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,6394,258508,NA,NA,2087
"N14_MAEMABROAD","Haematosalpinx/Haematoma of broad ligament","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,65,130160,NA,NA,2088
"N14_MALEGEN","Diseases of male genital organs","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,64711,153573,NA,NA,2089
"N14_MALEGENINOTH","Disorders of male genital organs in diseases classified elsewhere","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,215,153573,NA,NA,2090
"N14_MALEINFERT","Male infertility","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1852,153573,NA,NA,2091
"N14_MENOPAUSOT","Other menopausal disorders","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,24386,130160,NA,NA,2092
"N14_MENSIRREG","Irregular menses","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,24344,239434,NA,NA,2093
"N14_NEPHRITICNAS","Unspecified nephritic syndrome","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,798,492922,NA,NA,2094
"N14_NEPHROPATHYHER","Hereditary nephropathy, not elsewhere classified","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,94,492922,NA,NA,2095
"N14_NEPHROTICSYND","Nephrotic syndrome","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1106,492922,NA,NA,2096
"N14_NEUROMUSCDYSBLADD","Neuromuscular dysfunction of bladder","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3550,403328,NA,NA,2097
"N14_OBSTRUREFLUROPATH","Other obstructive and reflux uropathy","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1755,447142,NA,NA,2098
"N14_OLIGOMEN","Oligomenorrhoea","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1445,130160,NA,NA,2099
"N14_ORHCEPINDIDYMITIS","Orchitis and epididymitis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3741,153573,NA,NA,2100
"N14_OTHBLADD","Other disorders of  bladder","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,4699,403328,NA,NA,2101
"N14_OTHDISMALEGEN","Other disorders of male genital organs","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1425,153573,NA,NA,2102
"N14_OTHETNASKIDUR","Other specified disorders of kidney and ureter","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1170,495511,NA,NA,2103
"N14_OTHFEMPELINF","Other female pelvic inflammatory diseases","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,6793,250564,NA,NA,2104
"N14_OTHINFVAGVULV","Other inflammation of vagina/vulva","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1382,250564,NA,NA,2105
"N14_OTHNONINFCERVIX","Other noninflammatory disorders of cervix uteri","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1865,130160,NA,NA,2106
"N14_OTHNONINFOVA","Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1079,130160,NA,NA,2107
"N14_OTHNONINFUTER","Other noninflammatory disorders of uterus, except cervix","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,11466,130160,NA,NA,2108
"N14_OTHNONINFVAG","Other noninflammatory disorders of vagina","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3250,130160,NA,NA,2109
"N14_OTHNONINFVULV","Other noninflammatory disorders of vulva and perineum","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3879,130160,NA,NA,2110
"N14_OTHPENIS","Other disorders of penis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3777,153573,NA,NA,2111
"N14_OVARTORS","Torsion of ovary, ovarian pedicle and fallopian tube","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,881,130160,NA,NA,2112
"N14_OVARYCYST","Ovarian cyst","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,28358,130160,NA,NA,2113
"N14_OVAR_HYPERSTIM","Ovarian hyperstimulation (induction)","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,614,263875,NA,NA,2114
"N14_PHIMOSIS","Redundant prepuce, phimosis and paraphimosis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,9687,153573,NA,NA,2115
"N14_POLYPFEMGEN","Polyp of the female genital tract","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,19618,130160,NA,NA,2116
"N14_POSTMENATRVAG","Postmenopausal atrophic vaginitis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,12046,130160,NA,NA,2117
"N14_POSTMENBLEED","Postmenopausal bleeding","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,16009,130160,NA,NA,2118
"N14_PREMENSTSYNDROM","Premenstrual syndrome","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,423,130160,NA,NA,2119
"N14_PROHERNOV","Prolapse and hernia of ovary and fallopian tube","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1506,130160,NA,NA,2120
"N14_PROSTAOTH","Other disorders of prostate","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1307,153573,NA,NA,2121
"N14_PROSTATITIS","Inflammatory diseases of prostate (prostatitis)","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,5255,153573,NA,NA,2122
"N14_PROSTHYPERPLA","Hyperplasia of prostate","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,41137,153573,NA,NA,2123
"N14_PYELONEPHR","Acute tubulo-interstitial nephritis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,33228,447142,NA,NA,2124
"N14_RAPIDPROGNEPHRITIC","Rapidly progressive nephritic syndrome","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,77,492922,NA,NA,2125
"N14_RECURANDPERHEAMATUR","Recurrent and persistent haematuria","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,285,492922,NA,NA,2126
"N14_RENALCOLNAS","Unspecified renal colic","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,207,486185,NA,NA,2127
"N14_RENALTUB","Renal tubulo-interstitial diseases","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,53206,447142,NA,NA,2128
"N14_RENALTUBULOINOTH","Renal tubulo-interstitial disorders in diseases classified elsewhere","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,328,447142,NA,NA,2129
"N14_RENALTUBULOOTH","Other renal tubulo-interstitial diseases","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,874,447142,NA,NA,2130
"N14_RENFAIL","Renal failure","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,19900,480448,NA,NA,2131
"N14_RENFAILNAS","Unspecified kidney failure","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3743,480448,NA,NA,2132
"N14_SALPHOOPH","Salpingitis and oophoritis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,7538,250564,NA,NA,2133
"N14_SMALLKIDNEY","Small kidney of unknown cause","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,78,495511,NA,NA,2134
"N14_SPERMATOCELE","Spermatocele","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3014,153573,NA,NA,2135
"N14_TORSIOTEST","Torsion of testis","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,778,153573,NA,NA,2136
"N14_TUBULOINTNEPHRNAS","Tubulo-interstitial nephritis, not specified as acute or chronic","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2844,447142,NA,NA,2137
"N14_ULCERVAGVUL","Ulcer of vagina/vulva","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,868,250564,NA,NA,2138
"N14_UNSPECKIDCONTR","Unspecified contracted kidney","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,193,495511,NA,NA,2139
"N14_URETHRALSTRICT","Urethral stricture","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2132,403328,NA,NA,2140
"N14_URETHRAOTH","Other disorders of urethra and urinary system","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,46125,403328,NA,NA,2141
"N14_URETHRITISANDURSYNDR","Urethritis and urethral syndrome","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,815,403328,NA,NA,2142
"N14_URINOTH","Other diseases of urinary system","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,97020,403328,NA,NA,2143
"N14_UTER_POLYP","Uterine polyps","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,3935,130160,NA,NA,2144
"N14_VAGINAL_DYSPLASIA_ALL","All dysplastic lesions of the vagina","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,915,281149,NA,NA,2145
"N14_VAGINAL_HSIL","HSIL lesion of the vagina","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,468,281596,NA,NA,2146
"N14_VAGINAL_LSIL","LSIL lesion of the vagina","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,499,281565,NA,NA,2147
"N14_VAGINITIS","Vaginitis/vulvovaginitis/vulvitis/abscess of vulva","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,7279,250564,NA,NA,2148
"N14_VULVAL_DYSPLASIA_ALL","All dysplastic lesions of the vulva","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1554,280510,NA,NA,2149
"N14_VULVAL_DYSPLASIA_NOS","Dysplastic lesion of the vulva of unknown severity","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,52,282012,NA,NA,2150
"N14_VULVAL_LSIL","LSIL lesion of the vulva","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,1047,281017,NA,NA,2151
"N14_VULVOVAGINFINOTH","Vulvovaginal ulceration/inflammation in other diseases","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,2320,250564,NA,NA,2152
"NAFLD","Nonalcoholic fatty liver disease","Gastrointestinal endpoints",NA,NA,NA,NA,NA,3504,496844,NA,NA,2153
"NECROVASC_FG","Other necrotizing vasculopathies (FG)","Rheuma endpoints",NA,NA,NA,NA,NA,2250,374317,NA,NA,2154
"NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST","Nephropathy induced by other drugs, medicaments and biological substances","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,56,500292,NA,NA,2155
"NEURODEGOTH","Other degenerative diseases of the nervous system","Comorbidities of Gastrointestinal endpoints",NA,NA,NA,NA,NA,19083,272129,NA,NA,2156
"NIV","Non-invasive ventilation","Interstitial lung disease endpoints",NA,NA,NA,NA,NA,10936,211497,NA,NA,2157
"NONALLERG_ASTHMA_EXMORE","Non-allergic asthma (mode) (more control exclusions)","Asthma and related endpoints",NA,NA,NA,NA,NA,9758,259839,NA,NA,2158
"O15_ABORT_FAILED","Failed attempted abortion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,453,199279,NA,NA,2159
"O15_ABORT_MEDICAL","Medical abortion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,48485,199279,NA,NA,2160
"O15_ABORT_OTHER","Other abortion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,301,199279,NA,NA,2161
"O15_ABORT_SPONTAN","Spontaneous abortion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,23167,199279,NA,NA,2162
"O15_ABORT_UNS","Unspecified abortion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1965,199279,NA,NA,2163
"O15_AMNIOT_OTHER","Other disorders of amniotic fluid and membranes","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,6066,221186,NA,NA,2164
"O15_ANTENAT_ABNORM","Abnormal findings on antenatal screening of mother","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3609,237906,NA,NA,2165
"O15_BIRTH_BREAT_INFECT","Infections of breast associated with childbirth","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1398,270228,NA,NA,2166
"O15_BREAST_LACT_OTHER_DIS","Other disorders of breast and lactation associated with childbirth","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,652,270228,NA,NA,2167
"O15_COMPLIC_ABORT_ECTOP_MOLAR","Complications following abortion and ectopic and molar pregnancy","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1274,199279,NA,NA,2168
"O15_COMPLIC_LAB_DELIV","Complications of labour and delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,67139,214925,NA,NA,2169
"O15_COMPLIC_PUERP","Complications predominantly related to the puerperium","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,11836,270228,NA,NA,2170
"O15_CONCEPT_ABNORM","Other abnormal products of conception","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,16633,199279,NA,NA,2171
"O15_DELIV_CAESAR","Single delivery by caesarean section","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,18567,119890,NA,NA,2172
"O15_DELIV_FORCEP_VAC","Single delivery by forceps and vacuum extractor","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,11333,119890,NA,NA,2173
"O15_DELIV_MULTIP","Multiple delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3271,119890,NA,NA,2174
"O15_DELIV_OTHER_ASSIST","Other assisted single delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,628,119890,NA,NA,2175
"O15_DELIV_PERIN_LACER","Perineal laceration during delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,7500,214925,NA,NA,2176
"O15_DELIV_SPONT","Single spontaneous delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,144966,119890,NA,NA,2177
"O15_ECLAMPSIA","Eclampsia","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,88,259313,NA,NA,2178
"O15_EXCESS_VOMIT_PREG","Excessive vomiting in pregnancy","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3329,237906,NA,NA,2179
"O15_EXIST_HYPERT_COMPLIC","Pre-existing hypertension complicating pregnancy, childbirth and the puerperium","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3174,259313,NA,NA,2180
"O15_FAILED_INDUCT","Failed induction of labour","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,2255,214925,NA,NA,2181
"O15_FALSE_LAB","False labour","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,21029,221186,NA,NA,2182
"O15_GESTAT_HYPERT","Gestational [pregnancy-induced] hypertension","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,12050,259313,NA,NA,2183
"O15_GESTAT_OEDEM_PREINUR","Gestational [pregnancy-induced] oedema and proteinuria without hypertension","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3491,259313,NA,NA,2184
"O15_HAEMORRH_EARLY_PREG","Haemorrhage in early pregnancy","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,13013,237906,NA,NA,2185
"O15_HYPTENSPREG","Pregnancy hypertension","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,20405,261659,NA,NA,2186
"O15_ICP_EXMORE","Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,2853,177289,NA,NA,2187
"O15_ICP_WIDE","Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3482,278582,NA,NA,2188
"O15_ICP_WIDE_EXMORE","Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3482,176660,NA,NA,2189
"O15_LABOUR_ABNORM_FORCES","Abnormalities of forces of labour","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,4378,214925,NA,NA,2190
"O15_LABOUR_ANEST_COMPLIC","Complications of anaesthesia during labour and delivery","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,137,214925,NA,NA,2191
"O15_LABOUR_FETAL_STRESS","Labour and delivery complicated by fetal stress [distress]","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,12168,214925,NA,NA,2192
"O15_LABOUR_INTRAPART_HAEMORRH","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1896,214925,NA,NA,2193
"O15_LABOUR_LONG","Long labour","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,11260,214925,NA,NA,2194
"O15_LABOUR_MALPOS","Obstructed labour due to malposition and malpresentation of fetus","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,10484,214925,NA,NA,2195
"O15_LABOUR_OTHER","Other complications of labour and delivery, not elsewhere classified","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,4944,214925,NA,NA,2196
"O15_LABOUR_PELVIC_ABNORM","Obstructed labour due to maternal pelvic abnormality","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,6313,214925,NA,NA,2197
"O15_LABOUR_UMBILICAL","Labour and delivery complicated by umbilical cord complications","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1975,214925,NA,NA,2198
"O15_MATERN_CARE","Maternal care related to the fetus and amniotic cavity and possible delivery problems","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,60878,221186,NA,NA,2199
"O15_MATERN_CARE_CERVICAL_INCOMPETENCE","Maternal care for cervical incompetence","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1428,268921,NA,NA,2200
"O15_MATERN_CARE_DISPROP","Maternal care for known or suspected disproportion","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,1736,221186,NA,NA,2201
"O15_MATERN_CARE_FETAL_ABNORM","Maternal care for known or suspected fetal abnormality and damage","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,7051,221186,NA,NA,2202
"O15_MATERN_CARE_OTHER","Maternal care for other known or suspected fetal problems","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,14538,221186,NA,NA,2203
"O15_MATERN_CARE_PELVIC_ABNORM","Maternal care for known or suspected abnormality of pelvic organs","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,13143,221186,NA,NA,2204
"O15_MATERN_HYPERT_UNS","Unspecified maternal hypertension","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,426,259313,NA,NA,2205
"O15_MATERN_INFECT_ELSEWHERE","Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,743,263245,NA,NA,2206
"O15_MEMBR_PREMAT_RUPT","Premature rupture of membranes","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,10408,221186,NA,NA,2207
"O15_MULTIP_GEST","Multiple gestation","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,3921,221186,NA,NA,2208
"O15_MULTIP_GEST_COMPLIC","Complications specific to multiple gestation","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,144,221186,NA,NA,2209
"O15_OBSTET_TRAUMA_OTHER","Other obstetric trauma","XV Pregnancy, childbirth and the puerperium (O15_)",NA,NA,NA,NA,NA,2104,214925,NA,NA,2210
